Date,Open,High,Low,Close,Adj Close,Volume,Buy1,Outperform1,Hold1,Underperform1,Sell1,Bert,neg,neu,pos
2014-01-02,314.04998779296875,314.3999938964844,307.8999938964844,310.5,251.73501586914062,19010184.0,0.0,0.0,0.0,0.0,0.0,,,,
2014-01-03,309.5,310.6000061035156,305.70001220703125,307.5,249.3027801513672,14695260.0,0.0,0.0,0.0,0.0,0.0,,,,
2014-01-06,307.0,308.45001220703125,305.70001220703125,306.29998779296875,248.32994079589844,15701167.0,0.0,0.0,0.0,0.0,0.0,,,,
2014-01-07,307.0,310.6499938964844,304.0,308.8500061035156,250.3973388671875,21325673.0,0.0,0.0,0.0,0.0,0.0,,,,
2014-01-08,309.75,316.95001220703125,308.6289978027344,314.79998779296875,255.2212219238281,21049324.0,0.0,0.0,0.0,0.0,0.0,,,,
2014-01-09,315.8500061035156,316.75,308.79998779296875,309.6499938964844,251.04591369628903,21725768.0,0.0,0.0,0.0,0.0,0.0,,,,
2014-01-10,315.79998779296875,321.6889953613281,309.0,318.75,258.42364501953125,38988497.0,0.0,1.0,0.0,0.0,0.0,,,,
2014-01-13,322.0,322.95001220703125,317.5,318.95001220703125,258.58584594726557,17541375.0,0.0,1.0,0.0,0.0,0.0,,,,
2014-01-14,315.6499938964844,319.6000061035156,314.6000061035156,317.3999938964844,257.32913208007807,13849749.0,0.0,1.0,0.0,0.0,0.0,,,,
2014-01-15,318.54998779296875,320.70001220703125,317.82501220703125,319.45001220703125,258.99118041992193,17555874.0,1.0,1.0,0.0,0.0,0.0,,,,
2014-01-16,323.0,331.29998779296875,322.0,327.20001220703125,265.2744140625,30173839.0,1.0,1.0,0.0,0.0,1.0,,,,
2014-01-17,328.6499938964844,339.75,328.6499938964844,338.1499938964844,274.15206909179693,49449833.0,1.0,1.0,0.0,0.0,1.0,,,,
2014-01-20,335.5,341.04998779296875,334.6050109863281,338.0,274.03042602539057,25886575.0,1.0,1.0,0.0,0.0,1.0,,,,
2014-01-21,337.95001220703125,339.1000061035156,331.1000061035156,333.70001220703125,270.54421997070307,25144904.0,1.0,1.0,0.0,0.0,1.0,,,,
2014-01-22,335.8500061035156,340.0,333.70001220703125,335.0,271.59820556640625,22087067.0,1.0,2.0,0.0,0.0,1.0,,,,
2014-01-23,333.0,335.95001220703125,329.3999938964844,332.1000061035156,269.24703979492193,24339358.0,1.0,3.0,0.0,0.0,1.0,,,,
